0,-5155
0.001,-5151
0.002,-5155
0.003,-5162
0.004,-5145
0.005,-5145
0.006,-5155
0.007,-5154
0.008,-5143
0.009,-5142
0.01,-5144
0.011,-5147
0.012,-5137
0.013,-5141
0.014,-5148
0.015,-5144
0.016,-5149
0.017,-5156
0.018,-5146
0.019,-5155
0.02,-5142
0.021,-5143
0.022,-5140
0.023,-5138
0.024,-5148
0.025,-5137
0.026,-5152
0.027,-5156
0.028,-5140
0.029,-5156
0.03,-5154
0.031,-5162
0.032,-5170
0.033,-5149
0.034,-5156
0.035,-5161
0.036,-5172
0.037,-5167
0.038,-5164
0.039,-5146
0.04,-5160
0.041,-5152
0.042,-5141
0.043,-5152
0.044,-5146
0.045,-5146
0.046,-5160
0.047,-5139
0.048,-5152
0.049,-5151
0.05,-5150
0.051,-5147
0.052,-5150
0.053,-5158
0.054,-5159
0.055,-5149
0.056,-5152
0.057,-5155
0.058,-5160
0.059,-5169
0.06,-5155
0.061,-5155
0.062,-5161
0.063,-5158
0.064,-5149
0.065,-5147
0.066,-5145
0.067,-5149
0.068,-5149
0.069,-5162
0.07,-5133
0.071,-5156
0.072,-5150
0.073,-5150
0.074,-5161
0.075,-5154
0.076,-5149
0.077,-5156
0.078,-5144
0.079,-5160
0.08,-5168
0.081,-5149
0.082,-5157
0.083,-5153
0.084,-5151
0.085,-5141
0.086,-5148
0.087,-5153
0.088,-5157
0.089,-5144
0.09,-5170
0.091,-5150
0.092,-5155
0.093,-5153
0.094,-5156
0.095,-5157
0.096,-5166
0.097,-5157
0.098,-5158
0.099,-5163
0.1,-5159
0.101,-5153
0.102,-5150
0.103,-5153
0.104,-5155
0.105,-5151
0.106,-5158
0.107,-5155
0.108,-5148
0.109,-5142
0.11,-5137
0.111,-5151
0.112,-5145
0.113,-5146
0.114,-5157
0.115,-5147
0.116,-5160
0.117,-5146
0.118,-5151
0.119,-5145
0.12,-5146
0.121,-5135
0.122,-5131
0.123,-5139
0.124,-5134
0.125,-5146
0.126,-5153
0.127,-5140
0.128,-5146
0.129,-5154
0.13,-5154
0.131,-5139
0.132,-5150
0.133,-5151
0.134,-5147
0.135,-5169
0.136,-5160
0.137,-5154
0.138,-5162
0.139,-5149
0.14,-5149
0.141,-5153
0.142,-5159
0.143,-5165
0.144,-5158
0.145,-5155
0.146,-5156
0.147,-5151
0.148,-5161
0.149,-5145
0.15,-5151
0.151,-5158
0.152,-5152
0.153,-5157
0.154,-5159
0.155,-5154
0.156,-5154
0.157,-5145
0.158,-5154
0.159,-5158
0.16,-5155
0.161,-5137
0.162,-5148
0.163,-5153
0.164,-5157
0.165,-5147
0.166,-5149
0.167,-5138
0.168,-5149
0.169,-5136
0.17,-5145
0.171,-5156
0.172,-5154
0.173,-5163
0.174,-5168
0.175,-5150
0.176,-5156
0.177,-5151
0.178,-5154
0.179,-5145
0.18,-5148
0.181,-5147
0.182,-5153
0.183,-5147
0.184,-5150
0.185,-5152
0.186,-5153
0.187,-5142
0.188,-5147
0.189,-5139
0.19,-5153
0.191,-5140
0.192,-5159
0.193,-5147
0.194,-5149
0.195,-5141
0.196,-5160
0.197,-5145
0.198,-5147
0.199,-5143
0.2,-5136
0.201,-5154
0.202,-5144
0.203,-5154
0.204,-5147
0.205,-5154
0.206,-5152
0.207,-5155
0.208,-5145
0.209,-5149
0.21,-5156
0.211,-5149
0.212,-5155
0.213,-5167
0.214,-5154
0.215,-5159
0.216,-5162
0.217,-5169
0.218,-5159
0.219,-5153
0.22,-5158
0.221,-5138
0.222,-5137
0.223,-5142
0.224,-5137
0.225,-5141
0.226,-5141
0.227,-5153
0.228,-5146
0.229,-5143
0.23,-5145
0.231,-5138
0.232,-5149
0.233,-5138
0.234,-5149
0.235,-5154
0.236,-5156
0.237,-5152
0.238,-5149
0.239,-5140
0.24,-5143
0.241,-5152
0.242,-5160
0.243,-5155
0.244,-5136
0.245,-5144
0.246,-5140
0.247,-5135
0.248,-5140
0.249,-5154
0.25,-5139
0.251,-5148
0.252,-5137
0.253,-5144
0.254,-5141
0.255,-5141
0.256,-5149
0.257,-5154
0.258,-5153
0.259,-5147
0.26,-5155
0.261,-5136
0.262,-5145
0.263,-5141
0.264,-5150
0.265,-5148
0.266,-5141
0.267,-5155
0.268,-5147
0.269,-5152
0.27,-5154
0.271,-5138
0.272,-5137
0.273,-5147
0.274,-5149
0.275,-5152
0.276,-5149
0.277,-5157
0.278,-5148
0.279,-5152
0.28,-5139
0.281,-5149
0.282,-5158
0.283,-5146
0.284,-5144
0.285,-5143
0.286,-5133
0.287,-5154
0.288,-5141
0.289,-5126
0.29,-5126
0.291,-5138
0.292,-5134
0.293,-5136
0.294,-5149
0.295,-5128
0.296,-5134
0.297,-5137
0.298,-5135
0.299,-5138
0.3,-5142
0.301,-5150
0.302,-5141
0.303,-5147
0.304,-5154
0.305,-5155
0.306,-5138
0.307,-5149
0.308,-5148
0.309,-5149
0.31,-5147
0.311,-5151
0.312,-5157
0.313,-5150
0.314,-5144
0.315,-5161
0.316,-5153
0.317,-5158
0.318,-5158
0.319,-5145
0.32,-5153
0.321,-5137
0.322,-5136
0.323,-5141
0.324,-5142
0.325,-5139
0.326,-5145
0.327,-5137
0.328,-5134
0.329,-5125
0.33,-5134
0.331,-5138
0.332,-5140
0.333,-5145
0.334,-5147
0.335,-5141
0.336,-5149
0.337,-5142
0.338,-5135
0.339,-5144
0.34,-5140
0.341,-5140
0.342,-5153
0.343,-5152
0.344,-5156
0.345,-5156
0.346,-5137
0.347,-5146
0.348,-5156
0.349,-5147
0.35,-5141
0.351,-5156
0.352,-5149
0.353,-5160
0.354,-5146
0.355,-5140
0.356,-5147
0.357,-5152
0.358,-5141
0.359,-5145
0.36,-5145
0.361,-5144
0.362,-5148
0.363,-5154
0.364,-5145
0.365,-5144
0.366,-5145
0.367,-5149
0.368,-5146
0.369,-5143
0.37,-5148
0.371,-5132
0.372,-5141
0.373,-5133
0.374,-5136
0.375,-5139
0.376,-5131
0.377,-5141
0.378,-5143
0.379,-5141
0.38,-5137
0.381,-5149
0.382,-5157
0.383,-5146
0.384,-5144
0.385,-5149
0.386,-5153
0.387,-5155
0.388,-5159
0.389,-5148
0.39,-5149
0.391,-5142
0.392,-5157
0.393,-5157
0.394,-5139
0.395,-5149
0.396,-5154
0.397,-5154
0.398,-5157
0.399,-5146
0.4,-5143
0.401,-5153
0.402,-5154
0.403,-5159
0.404,-5153
0.405,-5146
0.406,-5135
0.407,-5143
0.408,-5148
0.409,-5133
0.41,-5139
0.411,-5144
0.412,-5133
0.413,-5130
0.414,-5143
0.415,-5145
0.416,-5132
0.417,-5157
0.418,-5143
0.419,-5132
0.42,-5138
0.421,-5133
0.422,-5145
0.423,-5155
0.424,-5151
0.425,-5158
0.426,-5150
0.427,-5143
0.428,-5136
0.429,-5147
0.43,-5133
0.431,-5143
0.432,-5149
0.433,-5135
0.434,-5154
0.435,-5154
